"","country","org_type","flow_type","transaction_type","year","aggregate_type","variable","value","measure"
"275","Inter-American Development Bank","Inter-American Development Bank","Above 20%","Disbursements","2019","Donor","Volume",63.646053,"Poverty"
"276","Inter-American Development Bank","Inter-American Development Bank","Above 20%","Disbursements","2020","Donor","Volume",120.828112,"Poverty"
"277","Inter-American Development Bank","Inter-American Development Bank","Less than 5%","Commitments","2018","Donor","Volume",9506.439242,"Poverty"
"278","Inter-American Development Bank","Inter-American Development Bank","Less than 5%","Commitments","2019","Donor","Volume",7928.325,"Poverty"
"279","Inter-American Development Bank","Inter-American Development Bank","Less than 5%","Commitments","2020","Donor","Volume",6358.1,"Poverty"
"280","Inter-American Development Bank","Inter-American Development Bank","Less than 5%","Disbursements","2018","Donor","Volume",9146.504526,"Poverty"
"281","Inter-American Development Bank","Inter-American Development Bank","Less than 5%","Disbursements","2019","Donor","Volume",8391.33624,"Poverty"
"282","Inter-American Development Bank","Inter-American Development Bank","Less than 5%","Disbursements","2020","Donor","Volume",11129.889021,"Poverty"
"283","Inter-American Development Bank","Inter-American Development Bank","Not specified","Commitments","2018","Donor","Volume",130,"Poverty"
"284","Inter-American Development Bank","Inter-American Development Bank","Not specified","Commitments","2019","Donor","Volume",195,"Poverty"
"285","Inter-American Development Bank","Inter-American Development Bank","Not specified","Commitments","2020","Donor","Volume",480,"Poverty"
"286","Inter-American Development Bank","Inter-American Development Bank","Not specified","Disbursements","2018","Donor","Volume",134.765526,"Poverty"
"287","Inter-American Development Bank","Inter-American Development Bank","Not specified","Disbursements","2019","Donor","Volume",61.375014,"Poverty"
"288","Inter-American Development Bank","Inter-American Development Bank","Not specified","Disbursements","2020","Donor","Volume",495.786045,"Poverty"
"289","International Committee of the Red Cross","International Committee of the Red Cross","5-20%","Commitments","2018","Donor","Volume",0,"Poverty"
"290","International Committee of the Red Cross","International Committee of the Red Cross","5-20%","Commitments","2019","Donor","Volume",0,"Poverty"
"291","International Committee of the Red Cross","International Committee of the Red Cross","5-20%","Commitments","2020","Donor","Volume",0,"Poverty"
"292","International Committee of the Red Cross","International Committee of the Red Cross","5-20%","Disbursements","2018","Donor","Volume",86.92157280939,"Poverty"
"293","International Committee of the Red Cross","International Committee of the Red Cross","5-20%","Disbursements","2019","Donor","Volume",124.342445116288,"Poverty"
"294","International Committee of the Red Cross","International Committee of the Red Cross","5-20%","Disbursements","2020","Donor","Volume",59.527863563088,"Poverty"
"295","International Committee of the Red Cross","International Committee of the Red Cross","Above 20%","Commitments","2018","Donor","Volume",0,"Poverty"
"296","International Committee of the Red Cross","International Committee of the Red Cross","Above 20%","Commitments","2019","Donor","Volume",0,"Poverty"
"297","International Committee of the Red Cross","International Committee of the Red Cross","Above 20%","Commitments","2020","Donor","Volume",0,"Poverty"
"298","International Committee of the Red Cross","International Committee of the Red Cross","Above 20%","Disbursements","2018","Donor","Volume",921.889866712784,"Poverty"
"299","International Committee of the Red Cross","International Committee of the Red Cross","Above 20%","Disbursements","2019","Donor","Volume",872.35557963008,"Poverty"
"300","International Committee of the Red Cross","International Committee of the Red Cross","Above 20%","Disbursements","2020","Donor","Volume",734.709613920384,"Poverty"
"301","International Committee of the Red Cross","International Committee of the Red Cross","Less than 5%","Commitments","2018","Donor","Volume",0,"Poverty"
"302","International Committee of the Red Cross","International Committee of the Red Cross","Less than 5%","Commitments","2019","Donor","Volume",0,"Poverty"
"303","International Committee of the Red Cross","International Committee of the Red Cross","Less than 5%","Commitments","2020","Donor","Volume",0,"Poverty"
"304","International Committee of the Red Cross","International Committee of the Red Cross","Less than 5%","Disbursements","2018","Donor","Volume",418.209860499324,"Poverty"
"305","International Committee of the Red Cross","International Committee of the Red Cross","Less than 5%","Disbursements","2019","Donor","Volume",426.956237609728,"Poverty"
"306","International Committee of the Red Cross","International Committee of the Red Cross","Less than 5%","Disbursements","2020","Donor","Volume",368.805955299504,"Poverty"
"307","International Committee of the Red Cross","International Committee of the Red Cross","Not specified","Commitments","2018","Donor","Volume",0,"Poverty"
"308","International Committee of the Red Cross","International Committee of the Red Cross","Not specified","Commitments","2019","Donor","Volume",0,"Poverty"
"309","International Committee of the Red Cross","International Committee of the Red Cross","Not specified","Commitments","2020","Donor","Volume",0,"Poverty"
"310","International Committee of the Red Cross","International Committee of the Red Cross","Not specified","Disbursements","2018","Donor","Volume",0,"Poverty"
"311","International Committee of the Red Cross","International Committee of the Red Cross","Not specified","Disbursements","2019","Donor","Volume",0,"Poverty"
"312","International Committee of the Red Cross","International Committee of the Red Cross","Not specified","Disbursements","2020","Donor","Volume",0,"Poverty"
"313","International Finance Corporation","International Finance Corporation","5-20%","Commitments","2018","Donor","Volume",1957.69,"Poverty"
"314","International Finance Corporation","International Finance Corporation","5-20%","Commitments","2019","Donor","Volume",2035.96,"Poverty"
"315","International Finance Corporation","International Finance Corporation","5-20%","Commitments","2020","Donor","Volume",429.35,"Poverty"
"316","International Finance Corporation","International Finance Corporation","5-20%","Disbursements","2018","Donor","Volume",0,"Poverty"
"317","International Finance Corporation","International Finance Corporation","5-20%","Disbursements","2019","Donor","Volume",0,"Poverty"
"318","International Finance Corporation","International Finance Corporation","5-20%","Disbursements","2020","Donor","Volume",0,"Poverty"
"319","International Finance Corporation","International Finance Corporation","Above 20%","Commitments","2018","Donor","Volume",1152,"Poverty"
"320","International Finance Corporation","International Finance Corporation","Above 20%","Commitments","2019","Donor","Volume",1951.18,"Poverty"
"321","International Finance Corporation","International Finance Corporation","Above 20%","Commitments","2020","Donor","Volume",1557.7,"Poverty"
"322","International Finance Corporation","International Finance Corporation","Above 20%","Disbursements","2018","Donor","Volume",0,"Poverty"
"323","International Finance Corporation","International Finance Corporation","Above 20%","Disbursements","2019","Donor","Volume",0,"Poverty"
"324","International Finance Corporation","International Finance Corporation","Above 20%","Disbursements","2020","Donor","Volume",0,"Poverty"
"325","International Finance Corporation","International Finance Corporation","Less than 5%","Commitments","2018","Donor","Volume",4814.13,"Poverty"
"326","International Finance Corporation","International Finance Corporation","Less than 5%","Commitments","2019","Donor","Volume",6398.27,"Poverty"
"327","International Finance Corporation","International Finance Corporation","Less than 5%","Commitments","2020","Donor","Volume",3183.97,"Poverty"
"328","International Finance Corporation","International Finance Corporation","Less than 5%","Disbursements","2018","Donor","Volume",0,"Poverty"
"329","International Finance Corporation","International Finance Corporation","Less than 5%","Disbursements","2019","Donor","Volume",0,"Poverty"
"330","International Finance Corporation","International Finance Corporation","Less than 5%","Disbursements","2020","Donor","Volume",0,"Poverty"
"331","International Finance Corporation","International Finance Corporation","Not specified","Commitments","2018","Donor","Volume",32.57,"Poverty"
"332","International Finance Corporation","International Finance Corporation","Not specified","Commitments","2019","Donor","Volume",92.82,"Poverty"
"333","International Finance Corporation","International Finance Corporation","Not specified","Commitments","2020","Donor","Volume",55.57,"Poverty"
"334","International Finance Corporation","International Finance Corporation","Not specified","Disbursements","2018","Donor","Volume",0,"Poverty"
"335","International Finance Corporation","International Finance Corporation","Not specified","Disbursements","2019","Donor","Volume",0,"Poverty"
"336","International Finance Corporation","International Finance Corporation","Not specified","Disbursements","2020","Donor","Volume",0,"Poverty"
"337","International Fund for Agricultural Development","International Fund for Agricultural Development","5-20%","Commitments","2018","Donor","Volume",0,"Poverty"
"338","International Fund for Agricultural Development","International Fund for Agricultural Development","5-20%","Commitments","2019","Donor","Volume",0,"Poverty"
"339","International Fund for Agricultural Development","International Fund for Agricultural Development","5-20%","Commitments","2020","Donor","Volume",0,"Poverty"
"340","International Fund for Agricultural Development","International Fund for Agricultural Development","5-20%","Disbursements","2018","Donor","Volume",153.343420232035,"Poverty"
"341","International Fund for Agricultural Development","International Fund for Agricultural Development","5-20%","Disbursements","2019","Donor","Volume",221.177197822918,"Poverty"
"342","International Fund for Agricultural Development","International Fund for Agricultural Development","5-20%","Disbursements","2020","Donor","Volume",175.412100897671,"Poverty"
"343","International Fund for Agricultural Development","International Fund for Agricultural Development","Above 20%","Commitments","2018","Donor","Volume",0,"Poverty"
"344","International Fund for Agricultural Development","International Fund for Agricultural Development","Above 20%","Commitments","2019","Donor","Volume",0,"Poverty"
"345","International Fund for Agricultural Development","International Fund for Agricultural Development","Above 20%","Commitments","2020","Donor","Volume",0,"Poverty"
"346","International Fund for Agricultural Development","International Fund for Agricultural Development","Above 20%","Disbursements","2018","Donor","Volume",420.486827031233,"Poverty"
"347","International Fund for Agricultural Development","International Fund for Agricultural Development","Above 20%","Disbursements","2019","Donor","Volume",422.272673837142,"Poverty"
"348","International Fund for Agricultural Development","International Fund for Agricultural Development","Above 20%","Disbursements","2020","Donor","Volume",394.470481428461,"Poverty"
"349","International Fund for Agricultural Development","International Fund for Agricultural Development","Less than 5%","Commitments","2018","Donor","Volume",0,"Poverty"
"350","International Fund for Agricultural Development","International Fund for Agricultural Development","Less than 5%","Commitments","2019","Donor","Volume",0,"Poverty"
"351","International Fund for Agricultural Development","International Fund for Agricultural Development","Less than 5%","Commitments","2020","Donor","Volume",0,"Poverty"
"352","International Fund for Agricultural Development","International Fund for Agricultural Development","Less than 5%","Disbursements","2018","Donor","Volume",319.641861351517,"Poverty"
"353","International Fund for Agricultural Development","International Fund for Agricultural Development","Less than 5%","Disbursements","2019","Donor","Volume",284.902371099462,"Poverty"
"354","International Fund for Agricultural Development","International Fund for Agricultural Development","Less than 5%","Disbursements","2020","Donor","Volume",256.655992444934,"Poverty"
"355","International Fund for Agricultural Development","International Fund for Agricultural Development","Not specified","Commitments","2018","Donor","Volume",0,"Poverty"
"356","International Fund for Agricultural Development","International Fund for Agricultural Development","Not specified","Commitments","2019","Donor","Volume",0,"Poverty"
"357","International Fund for Agricultural Development","International Fund for Agricultural Development","Not specified","Commitments","2020","Donor","Volume",0,"Poverty"
"358","International Fund for Agricultural Development","International Fund for Agricultural Development","Not specified","Disbursements","2018","Donor","Volume",26.736744979698,"Poverty"
"359","International Fund for Agricultural Development","International Fund for Agricultural Development","Not specified","Disbursements","2019","Donor","Volume",23.368183680095,"Poverty"
